rocstory,PersonX находит свою собаку,"[""чтобы помочь"", ""найти собаку""]","[""гордиться собой"", ""полезно""]","[""none""]",4.0,4.0
rocstory,PersonX хочет сделать что-то новое,"[""уйти от скуки"", ""чтобы преуспеть в своих ученых"", ""предоставлять новые продукты для своих клиентов""]","[""инновационный""]","[""счастлив и благодарен""]",5.0,5
rocstory,PersonX становится жир,"[""none""]","[""очень стыдно об этом""]","[""none""]",,2.0
rocstory,PersonX играет в видеоигры вместе,"[""стать лучше""]","[""выполнено""]","[""счастливый""]",5.0,4.0
toloka_set,PersonX проверяем информацию,"[""любопытство ""]","[""none""]","[""none""]",,
rocstory,PersonX плавает на пляже,"[""наслаждаться водой""]","[""счастливый""]","[""none""]",5.0,5.0
toloka_set,PersonX сделал свой PersonY,"[""любовь, привязанность""]","[""none""]","[""удивленный ""]",,
rocstory,PersonX покупает щенка,"[""в подарок его жена""]","[""рад впечатлить ее""]","[""в восторге""]",4.0,4.0
rocstory,PersonX никогда не выздоровел,"[""none""]","[""победил""]","[""none""]",,1.0
rocstory,PersonX играет лучше,"[""чтобы быть в лучшем случае он может быть""]","[""улучшен""]","[""none""]",3.0,4.0
toloka_set,PersonX рассказал о бабе,"[""помогать""]","[""довольный""]","[""облегчение""]",,
rocstory,PersonX чувствует себя так хорошо,"[""none""]","[""в приподнятом настроении""]","[""none""]",,5
rocstory,PersonX взбирается на дерево,"[""чувствовать оспариваемый"", ""лучший вид""]","[""выполнено"", ""гордый""]","[""none""]",3.0,4.0
toloka_set,PersonX имеет традиции,"[""none""]","[""none""]","[""одобрение""]",,
rocstory,PersonX решает помочь,"[""быть ​​щедрым"", ""быть альтруистическим"", ""делать добро""]","[""щедрый"", ""вежливые"", ""хорошо""]","[""благодарен"", ""благодарен"", ""счастливый""]",4.0,4.0
rocstory,PersonX называет ___ в комнату,"[""кричать на сына за не почистил""]","[""сердится"", ""разочарован""]","[""грустный"", ""расстройство""]",1.0,1
rocstory,PersonX узнает так много,"[""исследование"", ""расширяющие горизонты""]","[""выполнено"", ""счастливый""]","[""none""]",5.0,5.0
rocstory,PersonX падает на землю,"[""none""]","[""напугана""]","[""none""]",,1.0
rocstory,PersonX играет на музыкальном инструменте,"[""быть ​​музыкальным""]","[""рад создать музыку""]","[""none""]",4.0,5.0
rocstory,PersonX темнеет,"[""загар""]","[""загорелый""]","[""none""]",5.0,5.0
rocstory,PersonX едет на велосипеде,"[""ездить на велосипеде"", ""повеселиться"", ""попасть куда-то быстро""]","[""выполнено"", ""эффективность""]","[""none""]",5.0,5.0
rocstory,PersonX листья с пустыми руками,"[""оленья кожа хочет бороться за объект""]","[""усталый""]","[""none""]",3.0,3
toloka_set,PersonX откроет дорогу,"[""none""]","[""выполнить долг""]","[""радость""]",,
rocstory,PersonX голодает до смерти,"[""none""]","[""мертвые"", ""ничего""]","[""none""]",,1.0
rocstory,PersonX хочет голосовать,"[""внести изменения""]","[""выполнено""]","[""как они являются частью системы""]",5.0,3.0
rocstory,PersonX имеет огромную партию,"[""праздновать"", ""повеселиться"", ""встретить новых друзей""]","[""счастливый"", ""возбуждаются""]","[""счастливый"", ""удовлетворен""]",5.0,5.0
rocstory,PersonX улыбается назад,"[""до шва дружественных""]","[""хороший"", ""дружественный"", ""включено""]","[""порадовала"", ""дружественный""]",4.0,4.0
rocstory,PersonX пуансонов ___ в глаза,"[""чтобы доказать доминирование""]","[""контроль""]","[""напугана""]",1.0,1.0
rocstory,PersonX ест здоровую,"[""быть ​​здоровым"", ""оставаться в форме"", ""жить дольше""]","[""позитивный"", ""здоровый""]","[""none""]",4.0,4.0
rocstory,PersonX никогда не говорил,"[""быть ​​верным""]","[""хороший""]","[""благодарный""]",5.0,5.0
rocstory,PersonX получает ___ для всех,"[""быть ​​добрым"", ""сделать что-то хорошее""]","[""хорошо о себе"", ""щедрый""]","[""благодарен""]",4.0,4
toloka_set,PersonX наносит удары,"[""агрессия""]","[""расстроенный""]","[""испуган""]",,
rocstory,PersonX спасибо всем,"[""чтобы показать свою признательность""]","[""дружелюбный""]","[""оценил""]",4.0,4.0
toloka_set,PersonX интересуется у отца,"[""выглядеть""]","[""смущенный""]","[""довольный""]",,
rocstory,PersonX теряет ставку,"[""none""]","[""грустный""]","[""счастливый""]",,2.0
rocstory,PersonX получает молоко,"[""получить молоко""]","[""удовлетворен тем, что они получили то, что им нужно""]","[""none""]",5.0,5.0
rocstory,PersonX устанавливает ___ на прилавок,"[""чтобы сделать еду""]","[""нейтральный""]","[""none""]",4.0,3.0
toloka_set,PersonX меняется PersonY,"[""помогать""]","[""грустный""]","[""довольный""]",,
rocstory,PersonX носит каждый день,"[""носить то же самое""]","[""обычный""]","[""none""]",3.0,3.0
rocstory,PersonX покупает школьные принадлежности,"[""быть ​​готовым"", ""кому-то помочь""]","[""хорошо"", ""подготовлен""]","[""подготовлен"", ""заботиться о""]",5.0,5
rocstory,PersonX слышит стук в дверь,"[""none""]","[""тревожно и страшно""]","[""none""]",,2.0
rocstory,PersonX будет плохой день,"[""none""]","[""расстройство ума""]","[""none""]",,1
rocstory,PersonX держит ___ в ночное время,"[""none""]","[""как, возможно, они были немного громкими""]","[""как они на самом деле могли бы использовать сон""]",,2.0
rocstory,PersonX даты в течение пяти лет,"[""чтобы провести время с ней""]","[""счастливым и расслабленным""]","[""счастливый""]",4.0,4.0
rocstory,PersonX также любил ___,"[""чтобы наслаждаться""]","[""довольный""]","[""none""]",5.0,5.0
toloka_set,PersonX выходит в интернет PersonY,"[""общаться""]","[""радостный""]","[""весёлый""]",,
rocstory,PersonX пьет пиво,"[""гудение""]","[""как они с временем хорошего""]","[""none""]",3.0,3
rocstory,PersonX чувствует себя очень неудобно,"[""none""]","[""смущенный""]","[""none""]",,1.0
toloka_set,PersonX встречается со своим бывшим PersonY,"[""none""]","[""растерянность""]","[""none""]",,
rocstory,PersonX принимает работу,"[""на работу"", ""быть использованы"", ""делать деньги""]","[""удовлетворено"", ""облегчение"", ""надежда""]","[""none""]",4.0,4.0
rocstory,PersonX оправдывается,"[""уйти от ответственности""]","[""глупый""]","[""раздражал""]",2.0,1.0
rocstory,PersonX едет идти картов,"[""чтобы весело провести время"", ""играть""]","[""под напряжением"", ""счастливый""]","[""под напряжением"", ""счастливый""]",5.0,5.0
rocstory,PersonX идет вниз по улице,"[""чтобы пойти куда-нибудь""]","[""как он и о""]","[""none""]",4.0,4.0
rocstory,PersonX перестает играть,"[""идти домой""]","[""счастливый""]","[""хорошо""]",4.0,3
toloka_set,PersonX покупает новый стол,"[""работать, учиться""]","[""none""]","[""none""]",,
toloka_set,PersonX сливаете PersonY,"[""получить выгоду""]","[""корысть""]","[""осуждение""]",,
rocstory,PersonX засыпает ___,"[""none""]","[""сонный"", ""устал""]","[""none""]",,4.0
rocstory,PersonX чувствует вдохновение,"[""для достижения целей""]","[""счастливый"", ""удовлетворен""]","[""none""]",5.0,5.0
toloka_set,PersonX стал создателем,"[""none""]","[""довольный""]","[""none""]",,
rocstory,PersonX режет класс,"[""чтобы весело провести время с друзьями"", ""чтобы избежать скуки""]","[""нервная"", ""стыдно"", ""виновный""]","[""none""]",2.0,2.0
rocstory,PersonX сразу же начали,"[""чтобы закончить быстро"", ""быть в начале""]","[""готов"", ""возбуждаются""]","[""none""]",3.0,3.0
rocstory,PersonX любит кино,"[""none""]","[""счастливый""]","[""none""]",,5.0
rocstory,PersonX тяжело работает в школе,"[""учиться""]","[""благодарен"", ""устал""]","[""none""]",5.0,4
toloka_set,PersonX находит забытый телефон PersonY,"[""помощь""]","[""none""]","[""none""]",,
rocstory,PersonX летит домой,"[""быть ​​с его женой""]","[""не одинок""]","[""удивлен""]",5.0,5.0
rocstory,PersonX решает сделать печенье,"[""есть закуски""]","[""удовлетворен"", ""счастливый"", ""хорошо о себе""]","[""none""]",5.0,3.0
rocstory,PersonX получает очки,"[""чтобы быть в состоянии видеть должным образом""]","[""хорошо о том, в состоянии видеть""]","[""none""]",5.0,5.0
rocstory,PersonX сообщений листовки,"[""чтобы найти свою потерянную собаку""]","[""обеспокоены"", ""опечалены""]","[""none""]",2.0,2.0
rocstory,PersonX замечает в первую очередь,"[""none""]","[""нервная""]","[""none""]",,1.0
rocstory,PersonX получает отказ,"[""none""]","[""отклонен""]","[""none""]",,2.0
rocstory,PersonX требует денег,"[""иметь деньги""]","[""мощный""]","[""напугана""]",2.0,1.0
rocstory,PersonX играет на барабанах,"[""быть ​​музыкантом"", ""узнать новый опыт"", ""выглядеть круто для его друзей""]","[""занимается"", ""позитивным""]","[""рад услышать музыку человеко икса"", ""хотят играть сами барабаны""]",5.0,4
rocstory,PersonX покупает ___ один,"[""чтобы помочь человеку"", ""чтобы сделать человека счастливым""]","[""кооперативное""]","[""благодарен""]",5.0,5.0
toloka_set,PersonX готовил PersonY,"[""веселиться""]","[""смущенный""]","[""благодарный""]",,
rocstory,PersonX устраивает свидание,"[""иметь дату в то время""]","[""хорошая дата устанавливается""]","[""хорошо они имеют дату""]",4.0,5.0
toloka_set,PersonX идет в клинику,"[""болезнь""]","[""none""]","[""переживание""]",,
rocstory,PersonX начинает новую работу,"[""новая возможность"", ""в аренду платить""]","[""гордый"", ""нервная"", ""хотят добиться успеха""]","[""предчувствия"", ""возбуждаться""]",4.0,4.0
rocstory,PersonX диски ___ до пляжа,"[""чтобы попасть на пляж"", ""попасть быстро""]","[""счастливый"", ""возбуждаются""]","[""none""]",4.0,4.0
rocstory,PersonX играет выборки,"[""будь забавным""]","[""счастливый""]","[""счастливый""]",5.0,5.0
toloka_set,PersonX сближается с PersonY,"[""совершать""]","[""удивленный""]","[""счастливый""]",,
toloka_set,PersonX достиг точки,"[""цель""]","[""радость""]","[""none""]",,
rocstory,PersonX идет ___ на пляже,"[""пить холодные соды""]","[""счастливый""]","[""none""]",5.0,5.0
rocstory,PersonX любит пиццу,"[""none""]","[""удовлетворен"", ""благодарный""]","[""поражен"", ""рад""]",,5
rocstory,PersonX высмеивает,"[""унизить кого-то""]","[""право""]","[""грустный"", ""смущенный""]",1.0,1
rocstory,PersonX становится медсестрой,"[""чтобы помочь другим"", ""заботиться о других""]","[""умный"", ""выполнено"", ""готов""]","[""уход"", ""гордый""]",5.0,5.0
toloka_set,PersonX отказывается от ужина,"[""худеет""]","[""none""]","[""none""]",,
rocstory,PersonX посещает школу,"[""чтобы узнать новые вещи""]","[""любопытный""]","[""none""]",5.0,5.0
rocstory,PersonX засыпает,"[""none""]","[""устал"", ""сонный""]","[""none""]",,5.0
rocstory,PersonX посещения друзей,"[""чтобы догнать их""]","[""хорошо для посещения их""]","[""как они увидели друг""]",5.0,5.0
rocstory,PersonX ест дома,"[""чтобы иметь здоровое чувство собственного вареные""]","[""как они сделали хороший выбор одежды, чтобы поесть""]","[""none""]",5.0,4.0
toloka_set,PersonX обучался PersonY,"[""none""]","[""умный""]","[""уважение""]",,
toloka_set,PersonX призвал органы,"[""защита""]","[""чувство справедливости""]","[""none""]",,
rocstory,PersonX прогулки ___ домой,"[""чтобы держать их друг сейф"", ""сделать шаг""]","[""защитная"", ""счастливый""]","[""безопасный"", ""благодарный""]",5.0,5
toloka_set,PersonX недоверчиво последовал за татарином.,"[""расизм""]","[""none""]","[""none""]",,
rocstory,PersonX диски слишком быстро,"[""жить опасно"", ""быть в восторге"", ""получить удовольствие""]","[""возбуждаются"", ""активизировались""]","[""none""]",4.0,2.0
toloka_set,PersonX оказалась в номере,"[""путешествие""]","[""счастье""]","[""зависть""]",,
rocstory,PersonX работает каждый день,"[""зарабатывать на жизнь""]","[""продуктивный""]","[""none""]",5.0,5.0
rocstory,PersonX становится очень плохо,"[""none""]","[""плохо"", ""больной"", ""устал""]","[""none""]",,1.0
rocstory,PersonX дает ___ девочку,"[""чтобы сделать ребенка счастливым девочка""]","[""счастливый""]","[""счастливый""]",4.0,4.0
toloka_set,PersonX остается около двери,"[""смущён""]","[""неуверен""]","[""none""]",,
rocstory,PersonX получает билет,"[""none""]","[""стрельнул и, возможно, смутил""]","[""как они сделали свою работу""]",,1.0
rocstory,PersonX решает уйти в отставку,"[""наслаждайся жизнью""]","[""счастливый""]","[""в восторге""]",5.0,5.0
rocstory,PersonX борется в финансовом отношении,"[""none""]","[""сломал"", ""некомпетентный"", ""подчеркнул""]","[""none""]",,1.0
toloka_set,PersonX покупает для PersonY,"[""учить""]","[""полезный""]","[""честь""]",,
rocstory,PersonX всегда играл,"[""веселиться""]","[""счастливый""]","[""счастливый""]",5.0,5.0
rocstory,PersonX читает статью,"[""чтобы получить знание""]","[""умный"", ""до настоящего времени""]","[""none""]",4.0,4.0
rocstory,PersonX изучает в течение нескольких недель,"[""делать хорошо на их испытания""]","[""выполнено""]","[""none""]",4.0,3.0
rocstory,PersonX хлопает ___ в лице,"[""быть ​​скупым"", ""доказать свою точку зрения""]","[""оправдано""]","[""причинить боль""]",1.0,1.0
rocstory,PersonX слышит ___ назад,"[""чтобы узнать, как он""]","[""любопытный""]","[""хорошо""]",3.0,3.0
rocstory,PersonX становится очень популярным,"[""none""]","[""понравилось"", ""обожал"", ""дружественный""]","[""none""]",,4.0
rocstory,PersonX принимает ___ в город,"[""чтобы получить где-то в городе""]","[""содержание"", ""счастливый""]","[""none""]",3.0,4.0
rocstory,PersonX открывает письмо,"[""он хочет знать""]","[""счастливый""]","[""none""]",5.0,5.0
rocstory,PersonX получает ___ один день,"[""none""]","[""грустный"", ""спутать""]","[""none""]",,1
rocstory,PersonX не имеет никакого смысла,"[""none""]","[""неуверенный""]","[""смущенный""]",,2
toloka_set,PersonX оборачивается в сторону,"[""интерес""]","[""любопытство""]","[""none""]",,
rocstory,PersonX становится умнее,"[""быть ​​гением""]","[""мудрый""]","[""none""]",4.0,5.0
rocstory,PersonX всегда смотрел вперед,"[""none""]","[""счастливый""]","[""none""]",,4.0
rocstory,PersonX чувствует себя настолько счастливым,"[""none""]","[""рад, что все в жизни будет хорошо""]","[""none""]",,5.0
toloka_set,PersonX возвращается к PersonY,"[""любить""]","[""смущенный""]","[""довольный""]",,
rocstory,PersonX эвены дали ___,"[""чтобы помочь человеку у""]","[""довольный""]","[""здорово""]",5.0,5.0
toloka_set,PersonX лукавил при этом,"[""скрыть правду""]","[""none""]","[""осуждать""]",,
rocstory,PersonX идет скалолазание,"[""чтобы получать удовольствие"", ""практиковать навыки""]","[""здоровый"", ""сильный"", ""устал""]","[""none""]",4.0,4
rocstory,PersonX перемешивает тесто,"[""чтобы сделать хлеб"", ""сделать пирог"", ""помогать другим""]","[""довольный""]","[""none""]",5.0,5
rocstory,PersonX посещает город,"[""исследовать""]","[""вдохновило""]","[""none""]",4.0,4.0
rocstory,PersonX имеет троих детей,"[""none""]","[""хорошо играть""]","[""none""]",,5.0
rocstory,PersonX замечает объявление,"[""none""]","[""заинтригован""]","[""none""]",,3.0
toloka_set,PersonX следует за ними,"[""благодарен""]","[""виновный""]","[""сердитый""]",,
rocstory,PersonX делает его дом безопасным,"[""тихая ночь"", ""быть дома""]","[""расслабился""]","[""none""]",5.0,5
rocstory,PersonX занимает класс,"[""чтобы узнать больше"", ""быть более образованными""]","[""выполнено"", ""определяется"", ""удовлетворены""]","[""none""]",4.0,4.0
rocstory,PersonX часы птиц,"[""чтобы узнать о природе"", ""смотреть животное""]","[""любопытный"", ""заинтересован"", ""развлекался""]","[""none""]",4.0,4
toloka_set,PersonX сделал предположение,"[""решить задачу""]","[""мыслить""]","[""задумчивость""]",,
rocstory,PersonX ищет помощи,"[""чтобы лучше"", ""знать ответ""]","[""неадекватный""]","[""none""]",4.0,4.0
toloka_set,PersonX приходит в особняк,"[""жить""]","[""none""]","[""none""]",,
rocstory,PersonX дает ___ стрижку,"[""сделать что-то хорошее""]","[""щедрый""]","[""благодарен""]",4.0,4.0
toloka_set,PersonX поднимается в след,"[""причинять""]","[""none""]","[""расстроен""]",,
rocstory,PersonX принимает таблетки,"[""чувствовать себя лучше""]","[""облегчение от боли""]","[""none""]",5.0,5.0
rocstory,PersonX хватает лопату,"[""делать работу во дворе""]","[""как работа""]","[""none""]",5.0,5.0
toloka_set,PersonX порезал PersonY,"[""преступление ""]","[""злость""]","[""none""]",,
rocstory,PersonX тузы испытание,"[""получить степень""]","[""восторг"", ""гордым""]","[""гордый""]",4.0,4.0
rocstory,PersonX называет ___ для поездки,"[""чтобы пойти куда-нибудь""]","[""хороший""]","[""ничего""]",5.0,3
rocstory,PersonX крики о помощи,"[""none""]","[""пугала"", ""нервный""]","[""none""]",,1
rocstory,PersonX устраняет проблему,"[""вопрос, чтобы уйти""]","[""освобожден""]","[""none""]",5.0,5.0
rocstory,PersonX заказывает китайскую еду,"[""есть пища""]","[""голодный""]","[""none""]",5.0,5.0
rocstory,PersonX носит обувь,"[""чтобы защитить свои ноги""]","[""обуть""]","[""none""]",3.0,3.0
rocstory,PersonX ест в ресторане хороший,"[""чтобы показать свой успех""]","[""успешный""]","[""none""]",4.0,2.0
rocstory,PersonX использует туалет,"[""испражняться""]","[""облегчение""]","[""none""]",4.0,5.0
toloka_set,PersonX выкладывает всю PersonY,"[""none""]","[""none""]","[""сочувствующий""]",,
toloka_set,PersonX мило улыбается,"[""удивлять""]","[""радостный""]","[""завидующий""]",,
toloka_set,PersonX ищет повод для ссоры с PersonY,"[""быть хорошим""]","[""облегчение""]","[""расстроен""]",,
toloka_set,PersonX бежит домой,"[""спешит""]","[""none""]","[""none""]",,
rocstory,PersonX находит идеальное место,"[""чтобы быть точными"", ""точным""]","[""очень удовлетворены для достижения стандарта""]","[""none""]",4.0,4.0
rocstory,PersonX дает ___ большое объятие,"[""человек, чтобы чувствовать себя тепло и любил""]","[""делать что-то значимое и правильно""]","[""любовь и забота""]",5.0,5.0
rocstory,PersonX находит ___ на огне,"[""none""]","[""запаниковал""]","[""none""]",,1.0
rocstory,PersonX принимает ___ к океану,"[""расслабиться""]","[""в восторге""]","[""счастливый""]",4.0,5.0
rocstory,PersonX чувствует себя намного лучше после этого,"[""none""]","[""расслабился""]","[""none""]",,5
rocstory,PersonX всегда хвастался,"[""быть ​​восхищаются""]","[""хороший""]","[""раздражал""]",2.0,2.0
rocstory,PersonX разбивает экран,"[""none""]","[""виновен"", ""сумасшедший""]","[""none""]",,1.0
toloka_set,PersonX имели счета,"[""что-то со счетов PersonX может отдать кому-то в помощь""]","[""none""]","[""none""]",,
toloka_set,PersonX откроет дорогу,"[""none""]","[""none""]","[""радость""]",,
toloka_set,PersonX уехал в город,"[""купить что-то, работать ""]","[""none""]","[""скучать""]",,
rocstory,PersonX говорит по-французски,"[""общаться со своим другом""]","[""развлекался""]","[""потакал""]",5.0,5.0
rocstory,PersonX чувствует себя опущены,"[""none""]","[""не включено""]","[""эксклюзивный""]",5.0,1
rocstory,PersonX отвечает на дверь,"[""видеть, кто есть""]","[""сообщил""]","[""none""]",3.0,3.0
rocstory,PersonX получает замену масла,"[""сохранить автомобиль""]","[""ответственный""]","[""none""]",5.0,5
rocstory,PersonX играет в эту игру,"[""показать свой опыт"", ""поддерживать форму""]","[""здоровый"", ""интересно""]","[""счастливый"", ""гордиться людьми х""]",4.0,5
toloka_set,PersonX звонит в особняк,"[""скрывать""]","[""довольный""]","[""расстроен""]",,
toloka_set,PersonX может в веке,"[""прятаться""]","[""глупый""]","[""расстроен""]",,
